场景意图名称,环节,意图,产品ID,话术内容,关联变量(可留空),状态(online/offline)
流量包,营销挽留,表示太贵了,"20221124844931, 20221124259610, 20221124308566",先生/女士，您流量超出用的话比较贵，而现在给您加上这个优惠只需要*元就有*G的流量，折算才*元/G呢，非常优惠，您放心我们10086都是为您省钱着想。,,online
流量包,营销挽留,这个是不是最优惠实惠的,"20221124844931, 20221124259610, 20221124308566",您放心，这个已经是最优惠的了，其他人办理都是*元才*G呢，现在不仅给您优惠*元，还给您额外赠送*G流量呢，您现在办理只需要花*元就有*G流量了，非常优惠，我帮您申请办理上吧。,,online
流量包,营销挽留,用不了这么多流量,"20221124844931, 20221124259610, 20221124308566",先生/女士，这是您作为我们移动的优质客户应得的优惠，普通客户花*元只有*个G，您办理*元就能用*个G，不仅是流量多了，费用也给您更优惠，您可以放心使用。,,online
流量包,营销挽留,要免费流量,"20221124844931, 20221124259610, 20221124308566",您也可以登录中国移动APP，参与签到、蜂蜜乐园等活动，获取免费流量。,,online
流量包,营销挽留,临时使用,"20221124844931, 20221124259610, 20221124308566","我看到您最多的一个月用了不少流量,实际您是有使用需求的，还是建议您提前备些流量，以免临时要用再来开短时包不划算，如果用超了收您自己的钱更不划算，所以您看没问题的话，帮您办理上吧。",,online
流量包,营销挽留,去营业厅咨询,"20221124844931, 20221124259610, 20221124308566","您去营业厅了解也是可以的，我们本次回馈只有优质客户才能参加，为了节约您的宝贵时间，我们这边现在就可以直接帮您办理好吗？, 您去营业厅也是可以的，但并不是所有活动营业厅都有，而且您去营业厅人多还得排队，如果开车去的话还得费您的油钱。为了节省您的时间，我们直接帮您办理更节省时间，而且我们这里全程都是有录音的，既对您权益有保障，也是对我服务的监管。",,online
流量包,营销挽留,我考虑一下,"20221124844931, 20221124259610, 20221124308566","您要考虑也是有道理的,说明您对我们的套餐/流量包还是有意向的,那您主要是有什么方面的顾虑呢?是费用/网络/还是其他什么原因呢?, 您升级了以后其实就是比之前多了*块钱，现在一杯奶茶都买不到了，但却可以让您有更多的流量体验，建议您直接办理上。, 可以告诉我您的顾虑吗？因为其他用户听到很感兴趣，所以想了解一下您的原因，便于我们后期资费设计更符合您的需求。",,online
流量包,营销挽留,多张卡,"20221124844931, 20221124259610, 20221124308566",好的，您可以综合对比下哪个更合适，有需要随时联系我们就行。,,online
流量包,营销挽留,想要携转,"20221124844931, 20221124259610, 20221124308566","可以了解一下您携转的原因吗？, 您觉得的资费贵肯定也有您的理解，其实，也有其他友商的客户转到我们移动公司来，他们觉得移动公司的资费更优惠些，网络质量也更有保障。咱们每个人都希望用一个资费优惠、网络又好的运营商对吧？您也可以考虑下刚才给您说的优惠，不论您如何选择我们都能理解。",,online
流量包,营销挽留,不信任移动,"20221124844931, 20221124259610, 20221124308566",很抱歉让您有了这样的想法，不过，请您放心，在我们10086办理业务全程都是有录音的，我向您保证，我在电话里和您介绍的是什么样的，那么办理后实际使用的也是这样的，不存在套路您的意思，我的工号也可以告诉您，是[opStaffId]号，您在使用过程中有任何问题可随时联系10086，我们会对您负责到底，也欢迎您的监督。,,online
流量包,场景切入,近3个月流量超套,"20240401300934, 20240529081730, 20240529577523, 20240529073166",我看您[lastedMonth]月流量用超[3MonthsOutFlowFee]元啦，您关注过吗？咱超出后[flowStandard]元/G，太贵了，我帮您优化一下，能为您节省不少费用呢，我简单给您说一下，您听听看？,,online
流量包,场景切入,其他,"20240401300934, 20240529081730, 20240529577523, 20240529073166",关注到您还是[internetAge]年的优质客户，正好您打过来了，我们可以给您申请个专享优惠，您听听看？,,online
流量包,营销推荐,营销推荐,"20240401300934, 20240529081730, 20240529577523, 20240529073166",现在有个100GB的流量优惠，非常合适。流量包原价30元包10GB国内通用流量，第一年给您优惠20元流量包费，再扩容40GB国内通用流量+50GB咪咕系定向流量权益，等于每月只花10元您在国内就可以用到100GB流量，有效期一年，一年到期流量包恢复原价30元10G流量，不取消长期有效，其中扩容的90GB流量1年到期自动取消。现在办理收到订购提醒短信立即/下账期使用就可以了。,,online
流量包,营销挽留,表示太贵了,"20240401300934, 20240529081730, 20240529577523, 20240529073166",先生/女士，您流量超出用的话比较贵，而现在给您加上这个优惠只需要*元就有*G的流量，折算才*元/G呢，非常优惠，您放心我们10086都是为您省钱着想。,,online
流量包,营销挽留,这个是不是最优惠实惠的,"20240401300934, 20240529081730, 20240529577523, 20240529073166",您放心，这个已经是最优惠的了，其他人办理都是*元才*G呢，现在不仅给您优惠*元，还给您额外赠送*G流量呢，您现在办理只需要花*元就有*G流量了，非常优惠，我帮您申请办理上吧。,,online
流量包,营销挽留,用不了这么多流量,"20240401300934, 20240529081730, 20240529577523, 20240529073166",先生/女士，这是您作为我们移动的优质客户应得的优惠，普通客户花*元只有*个G，您办理*元就能用*个G，不仅是流量多了，费用也给您更优惠，您可以放心使用。,,online
流量包,营销挽留,要免费流量,"20240401300934, 20240529081730, 20240529577523, 20240529073166",您也可以登录中国移动APP，参与签到、蜂蜜乐园等活动，获取免费流量。,,online
流量包,营销挽留,临时使用,"20240401300934, 20240529081730, 20240529577523, 20240529073166","我看到您最多的一个月用了不少流量,实际您是有使用需求的，还是建议您提前备些流量，以免临时要用再来开短时包不划算，如果用超了收您自己的钱更不划算，所以您看没问题的话，帮您办理上吧。",,online
流量包,营销挽留,去营业厅咨询,"20240401300934, 20240529081730, 20240529577523, 20240529073166","您去营业厅了解也是可以的，我们本次回馈只有优质客户才能参加，为了节约您的宝贵时间，我们这边现在就可以直接帮您办理好吗？, 您去营业厅也是可以的，但并不是所有活动营业厅都有，而且您去营业厅人多还得排队，如果开车去的话还得费您的油钱。为了节省您的时间，我们直接帮您办理更节省时间，而且我们这里全程都是有录音的，既对您权益有保障，也是对我服务的监管。",,online
流量包,营销挽留,我考虑一下,"20240401300934, 20240529081730, 20240529577523, 20240529073166","您要考虑也是有道理的,说明您对我们的套餐/流量包还是有意向的,那您主要是有什么方面的顾虑呢?是费用/网络/还是其他什么原因呢?, 您升级了以后其实就是比之前多了10块钱，现在一杯奶茶都买不到了，但却可以让您有更多的流量体验，建议您直接办理上。, 可以告诉我您的顾虑吗？因为其他用户听到很感兴趣，所以想了解一下您的原因，便于我们后期资费设计更符合您的需求。",,online
流量包,营销挽留,多张卡,"20240401300934, 20240529081730, 20240529577523, 20240529073166",好的，您可以综合对比下哪个更合适，有需要随时联系我们就行。,,online
流量包,营销挽留,想要携转,"20240401300934, 20240529081730, 20240529577523, 20240529073166","可以了解一下您携转的原因吗？, 您觉得的资费贵肯定也有您的理解，其实，也有其他友商的客户转到我们移动公司来，他们觉得移动公司的资费更优惠些，网络质量也更有保障。咱们每个人都希望用一个资费优惠、网络又好的运营商对吧？您也可以考虑下刚才给您说的优惠，不论您如何选择我们都能理解。",,online
